1 3 5 -8.0
0 2 3 8.0
1 3 2 -8.0
0 4 5 8.0
1 5 4 -8.0
0 2 2 8.0
1 5 5 -8.0
0 5 3 8.0
1 4 2 0.89
0 4 1 0.8
1 6 3 -2.74
0 5 2 2.48
1 2 4 -2.67
0 1 5 2.77
1 1 4 -3.65
0 2 5 4.57
1 1 3 -3.77
0 4 6 3.13
1 5 6 -3.09
0 3 6 3.03
1 3 7 -3.73
0 6 2 4.51
1 2 7 -5.76
0 7 3 5.21
1 2 6 -5.23
0 6 4 5.46
1 2 1 -5.55
0 6 5 5.13
1 0 4 -4.41
0 1 2 3.33
1 7 5 -3.54
0 0 3 3.37
1 0 2 -4.6
0 0 6 4.54
1 0 5 -4.64
0 0 1 5.0
1 7 4 -4.6
0 7 6 4.17
1 5 0 -4.89
0 3 1 5.48
1 5 1 -4.68
0 4 0 4.1
1 7 1 -3.55
0 6 0 3.25
1 1 1 -3.83
0 1 0 3.62
1 3 0 -3.3
0 5 7 3.3
1 7 0 -2.54
0 0 0 1.38
1 7 2 -1.77
0 6 1 4.55
1 4 7 -1.78
0 1 7 8.0
1 7 7 -8.0
0 2 0 8.0
1 6 6 -8.0
0 1 6 8.0
1 0 7 -8.0
0 6 7 8.0
