1 3 5 -8.0
0 2 3 8.0
1 4 2 -8.0
0 5 3 8.0
1 5 2 -8.0
0 4 5 8.0
1 5 4 -8.0
0 5 5 8.0
1 4 6 -8.0
0 2 5 8.0
1 3 6 -2.09
0 5 6 5.46
1 2 4 -7.78
0 2 2 8.07
1 2 6 -7.66
0 1 4 7.88
1 3 2 -7.95
0 1 5 8.36
1 1 3 -8.72
0 6 3 8.12
1 7 3 -7.53
0 0 4 6.29
1 0 2 -5.76
0 1 2 5.44
1 2 1 -5.27
0 3 1 4.7
1 2 0 -3.65
0 4 1 2.76
1 5 0 -1.52
0 7 2 1.39
1 7 1 -0.82
0 6 4 0.63
1 6 2 0.38
0 5 1 0.61
1 0 1 -0.96
0 3 0 1.67
1 1 1 -4.2
0 0 3 5.84
1 6 0 -5.68
0 0 0 4.8
1 4 0 -3.92
0 4 7 3.88
1 2 7 -2.7
0 3 7 64
1 7 4 -64
0 6 5 8.0
1 5 7 -8.0
0 7 5 8.0
1 7 6 -8.0
0 6 1 8.0
1 1 7 -8.0
0 6 7 8.0
1 7 7 -8.0
0 6 6 8.0
1 0 5 -8.0
0 1 6 8.0
1 1 0 -8.0
0 7 0 8.0
0 0 6 8.0
1 0 7 -8.0
