1 3 5 -6.0
0 2 3 6.0
1 4 2 -6.0
0 5 3 6.0
1 5 2 -6.0
0 4 5 6.0
1 2 5 -6.0
0 5 5 6.0
1 2 4 -6.0
0 1 4 6.0
1 1 3 -6.0
0 2 6 6.0
1 1 5 -6.0
0 3 2 6.0
1 2 2 -3.98
0 1 2 4.01
1 0 2 -4.01
0 2 1 4.01
1 6 4 -4.01
0 5 4 7.87
1 3 0 -11.9
0 4 1 11.12
1 5 1 -10.99
0 7 4 11.34
1 4 0 -12.96
0 3 1 13.41
1 3 6 -12.98
0 0 3 12.63
1 6 2 -10.96
0 2 7 11.23
1 2 0 -11.0
0 4 6 10.38
1 0 4 -10.59
0 1 1 11.38
1 6 5 -11.79
0 5 6 11.77
1 7 3 -12.28
0 1 0 10.7
1 0 0 -9.36
0 0 1 8.65
1 5 7 -9.41
0 4 7 9.41
1 3 7 -9.83
0 6 7 64
1 6 3 -64
0 7 2 6.0
1 7 5 -6.0
0 1 7 6.0
1 6 1 -6.0
0 7 6 6.0
1 1 6 -6.0
0 0 5 6.0
1 0 6 -6.0
0 0 7 6.0
1 6 6 -6.0
0 7 7 6.0
0 7 0 6.0
1 6 0 -6.0
0 5 0 6.0
1 7 1 -6.0
