1 3 5 -22.0
0 2 5 22.0
1 2 4 -22.0
0 2 3 22.0
1 5 2 -22.0
0 4 5 22.0
1 2 2 -22.0
0 5 4 22.0
1 1 3 -22.0
0 1 2 22.0
1 3 6 -22.0
0 4 6 22.0
1 1 4 -4.39
0 0 4 2.55
1 0 2 -1.63
0 0 3 2.54
1 0 5 -2.99
0 3 1 2.55
1 5 5 -2.59
0 6 4 3.45
1 3 2 -5.4
0 5 6 5.47
1 6 3 -5.91
0 1 5 5.69
1 3 0 -7.83
0 2 6 7.05
1 0 6 -6.36
0 4 2 5.36
1 5 3 -3.79
0 7 2 4.19
1 2 7 -5.34
0 6 2 5.84
1 6 5 -5.44
0 7 4 5.35
1 7 3 -5.87
0 5 1 6.2
1 4 1 -6.89
0 2 0 7.51
1 6 0 -8.91
0 2 1 7.88
1 7 5 -8.08
0 5 0 9.35
1 1 0 -9.25
0 7 0 64
1 5 7 -64
0 4 7 22.0
1 3 7 -22.0
0 1 6 22.0
1 7 1 -22.0
0 7 6 22.0
1 6 1 -22.0
0 4 0 22.0
1 1 1 -22.0
0 0 0 22.0
1 0 1 -22.0
0 0 7 22.0
1 1 7 -22.0
0 6 6 22.0
1 6 7 -22.0
0 7 7 22.0
