1 3 5 -2.0
0 2 3 2.0
1 5 2 -2.0
0 5 3 2.0
1 4 2 -2.0
0 4 5 2.0
1 2 5 -2.0
0 5 5 2.0
1 2 4 -2.0
0 1 4 2.0
1 1 5 -2.0
0 3 2 2.0
1 2 1 -2.0
0 2 6 2.0
1 5 4 -2.0
0 6 4 2.0
1 7 5 -2.0
0 7 3 1.24
1 4 6 -1.24
0 3 6 2.61
1 5 6 -4.33
0 5 7 5.37
1 4 7 -3.71
0 3 7 1.7
1 2 2 -2.69
0 6 5 2.48
1 1 7 -2.97
0 0 5 2.78
1 1 6 -3.23
0 6 3 3.15
1 7 6 -1.34
0 3 1 2.03
1 1 2 -1.72
0 0 2 1.12
1 1 3 -0.45
0 4 1 -0.96
1 2 7 1.02
0 3 0 -0.48
1 7 4 -1.8
0 7 7 4.38
1 7 2 -6.59
0 7 1 7.84
1 6 2 -8.46
0 5 1 64
1 2 0 -64
0 6 6 2.0
1 4 0 -2.0
0 5 0 2.0
1 6 0 -2.0
0 6 1 2.0
1 7 0 -2.0
0 0 7 2.0
1 0 3 -2.0
0 0 6 2.0
1 6 7 -2.0
0 1 0 2.0
1 0 1 -2.0
0 0 4 2.0
1 0 0 -2.0
0 1 1 2.0
