1 3 5 -4.0
0 2 5 4.0
1 2 4 -4.0
0 2 3 4.0
1 3 2 -4.0
0 4 5 4.0
1 5 4 -4.0
0 2 2 4.0
1 1 3 -4.0
0 3 1 2.62
1 5 6 -3.92
0 5 5 3.96
1 1 4 -4.06
0 4 2 3.81
1 5 3 -2.22
0 6 3 2.36
1 6 4 -2.98
0 5 2 2.46
1 2 1 -2.52
0 7 5 1.18
1 6 5 -1.27
0 1 5 1.48
1 3 0 -1.18
0 0 4 1.79
1 5 1 -2.09
0 5 7 1.41
1 4 6 -1.62
0 3 7 1.7
1 2 6 -2.5
0 3 6 2.69
1 4 7 -2.6
0 2 7 3.06
1 7 2 -2.54
0 4 1 3.49
1 7 4 -2.84
0 1 2 2.68
1 7 6 -2.76
0 7 3 1.72
1 6 6 -1.95
0 6 2 2.68
1 4 0 -4.22
0 7 7 6.0
1 6 7 -6.55
0 7 1 64
1 0 6 -64
0 0 5 4.0
1 1 6 -4.0
0 0 7 4.0
1 1 7 -4.0
0 2 0 4.0
1 1 0 -4.0
0 1 1 4.0
1 0 0 -4.0
0 0 1 4.0
1 0 2 -4.0
0 0 3 4.0
1 6 1 -4.0
0 7 0 4.0
1 6 0 -4.0
0 5 0 4.0
