1 3 5 4.0
0 2 3 -4.0
1 3 2 4.0
0 4 5 -4.0
1 5 4 4.0
0 2 5 -4.0
1 5 5 4.0
0 6 4 -5.63
1 5 3 5.87
0 2 2 -6.46
1 2 4 7.4
0 1 4 -6.77
1 3 6 7.02
0 5 2 -7.33
1 1 3 7.92
0 4 2 -7.52
1 5 6 6.42
0 1 5 -5.98
1 2 6 6.85
0 0 4 -6.91
1 0 2 6.98
0 0 3 -7.1
1 0 5 6.43
0 4 6 -7.18
1 1 2 7.85
0 6 7 -8.37
1 2 1 8.61
0 3 7 -8.28
1 3 1 7.7
0 2 7 -7.7
1 5 1 8.63
0 4 1 -9.21
1 6 3 8.29
0 5 0 -7.19
1 6 2 6.91
0 7 2 -6.59
1 7 5 4.55
0 7 4 -3.54
1 7 3 3.11
0 7 6 -1.7
1 1 6 1.54
0 3 0 -0.34
1 2 0 2.41
0 7 1 -64
1 4 7 64
0 5 7 -4.0
1 6 5 4.0
0 0 7 -4.0
1 4 0 4.0
0 6 1 -4.0
1 1 7 4.0
0 1 0 -4.0
1 1 1 4.0
0 0 0 -4.0
1 0 1 4.0
0 0 6 -4.0
1 7 7 4.0
0 6 6 -4.0
1 7 0 4.0
1 6 0 4.0
