1 3 5 10.0
0 2 5 -10.0
1 2 4 10.0
0 4 5 -10.0
1 3 6 10.0
0 1 4 -10.0
1 5 4 10.0
0 2 6 -10.0
1 2 3 10.0
0 5 5 -10.0
1 1 5 1.44
0 2 7 -1.81
1 0 5 2.19
0 5 3 -3.58
1 4 6 3.66
0 3 7 -3.54
1 5 6 3.36
0 3 2 -4.03
1 6 4 3.46
0 2 2 -2.97
1 6 5 2.13
0 6 7 -0.68
1 4 7 -0.02
0 5 7 0.45
1 6 2 -1.87
0 7 5 2.81
1 5 2 -2.81
0 7 4 3.52
1 4 2 -4.05
0 6 3 4.34
1 3 1 -5.26
0 1 3 5.01
1 7 3 -3.38
0 2 1 4.2
1 0 4 -5.64
0 0 2 4.96
1 0 3 -6.03
0 0 6 7.42
1 2 0 -7.89
0 1 2 7.55
1 1 1 -5.56
0 0 0 3.5
1 0 1 0.51
0 1 6 -64
1 0 7 64
0 1 7 -10.0
1 4 1 10.0
0 5 1 -10.0
1 7 7 10.0
0 4 0 -10.0
1 3 0 10.0
0 7 2 -10.0
1 6 0 10.0
0 5 0 -10.0
1 7 6 10.0
0 6 6 -10.0
1 6 1 10.0
0 7 0 -10.0
1 7 1 10.0
0 1 0 -10.0
