1 3 5 2.0
0 2 5 -2.0
1 2 4 0.0
0 2 3 -2.0
1 3 2 2.0
0 5 4 -2.0
1 1 4 2.0
0 4 2 -2.0
1 4 5 2.0
0 1 3 -2.0
1 5 3 5.38
0 5 2 -5.76
1 2 2 6.09
0 3 1 -6.79
1 4 1 6.48
0 2 1 -5.89
1 2 0 4.65
0 5 0 -3.92
1 0 2 3.98
0 4 0 -4.59
1 1 2 4.36
0 0 5 -6.47
1 0 4 7.72
0 5 5 -7.4
1 6 3 6.37
0 7 2 -6.56
1 3 6 6.36
0 6 4 -5.79
1 5 1 5.81
0 6 2 -5.44
1 6 1 5.2
0 1 5 -6.05
1 2 6 7.16
0 0 3 -7.62
1 0 6 7.27
0 1 1 -7.06
1 7 3 6.55
0 7 4 -6.13
1 7 1 5.59
0 3 7 -6.88
1 0 0 5.96
0 1 0 -6.38
1 5 6 5.79
0 4 6 -64
1 7 5 64
0 6 5 -2.0
1 5 7 2.0
0 7 0 -2.0
1 2 7 2.0
0 4 7 -2.0
1 6 0 2.0
0 7 6 -2.0
1 6 6 2.0
0 7 7 -2.0
1 6 7 2.0
0 3 0 -2.0
1 0 1 2.0
0 1 6 -2.0
1 0 7 2.0
0 1 7 -2.0
