1 3 5 -24.0
0 2 3 24.0
1 3 2 -24.0
0 4 5 24.0
1 5 4 -24.0
0 2 2 24.0
1 5 3 -24.0
0 2 5 24.0
1 2 4 -24.0
0 1 3 24.0
1 5 6 -24.0
0 4 2 24.0
1 4 1 -24.0
0 5 1 24.0
1 2 1 -24.0
0 5 2 24.0
1 3 1 -24.0
0 2 0 24.0
1 3 6 -24.0
0 3 0 24.0
1 4 0 -24.0
0 5 0 1.75
1 6 2 -0.71
0 6 3 2.5
1 7 2 -1.7
0 7 4 2.8
1 6 4 -3.05
0 4 7 2.55
1 1 4 -3.25
0 0 3 3.0
1 2 6 -1.52
0 1 5 1.39
1 3 7 -1.74
0 2 7 -0.16
1 1 2 2.78
0 7 5 -1.16
1 6 5 -1.49
0 5 5 2.8
1 0 5 -5.48
0 0 2 5.51
1 4 6 -3.88
0 5 7 3.09
1 1 6 -2.43
0 0 7 64
1 0 6 -64
0 7 3 24.0
1 7 1 -24.0
0 7 0 24.0
1 6 0 -24.0
0 6 1 24.0
1 0 1 -24.0
0 0 4 24.0
1 1 7 -24.0
0 1 1 24.0
1 0 0 -24.0
0 1 0 24.0
1 6 7 -24.0
0 7 7 24.0
1 6 6 -24.0
0 7 6 24.0
