1 3 5 -4.0
0 2 5 4.0
1 2 4 -4.0
0 2 3 4.0
1 1 4 -4.0
0 3 6 4.0
1 4 6 -4.0
0 4 5 4.0
1 2 2 -4.0
0 1 3 4.0
1 3 2 2.43
0 1 2 4.0
1 5 5 -4.0
0 4 1 0.11
1 3 7 -0.23
0 4 2 0.07
1 2 6 -0.25
0 0 5 1.02
1 0 3 -1.18
0 5 7 1.33
1 0 4 -1.39
0 0 2 1.72
1 5 4 -1.56
0 5 3 1.75
1 4 7 -2.24
0 1 5 2.13
1 6 7 -3.25
0 1 7 5.13
1 2 1 -5.83
0 5 2 7.71
1 5 0 -8.3
0 2 0 8.08
1 1 1 -7.8
0 4 0 7.53
1 3 0 -8.16
0 3 1 7.93
1 1 0 -7.77
0 0 0 6.88
1 0 1 -7.04
0 6 0 8.18
1 2 7 -8.2
0 7 7 7.61
1 1 6 -7.25
0 6 6 64
1 6 4 -64
0 7 4 4.0
1 6 3 -4.0
0 7 3 4.0
1 7 2 -4.0
0 0 7 4.0
1 0 6 -4.0
0 7 1 4.0
1 6 5 -4.0
0 5 6 4.0
1 5 1 -4.0
0 6 2 4.0
1 7 5 -4.0
0 7 6 4.0
1 6 1 -4.0
0 7 0 4.0
