1 3 5 36.0
0 2 3 -36.0
1 3 2 36.0
0 4 5 -36.0
1 5 4 36.0
0 2 2 -36.0
1 5 3 36.0
0 2 5 -36.0
1 2 4 36.0
0 1 3 -36.0
1 1 4 36.0
0 5 2 -36.0
1 4 2 36.0
0 1 2 0.9
1 0 3 0.84
0 3 1 -0.4
1 4 1 0.57
0 6 3 -1.24
1 6 5 1.41
0 5 5 -1.16
1 6 4 0.47
0 4 0 -1.3
1 5 1 1.73
0 0 2 -2.86
1 2 0 2.91
0 3 0 -3.7
1 5 0 4.29
0 7 4 -4.75
1 7 5 4.09
0 6 2 -4.11
1 7 3 4.77
0 0 4 -4.2
1 5 6 4.67
0 4 6 -6.11
1 4 7 6.14
0 7 1 -7.69
1 2 1 9.62
0 1 1 -11.63
1 0 0 12.13
0 5 7 -12.93
1 6 7 14.18
0 3 6 -16.69
1 6 6 18.87
0 7 2 -64
1 7 0 64
0 6 0 -36.0
1 6 1 36.0
0 1 0 -36.0
1 0 1 36.0
0 7 6 -36.0
1 2 7 36.0
0 2 6 -36.0
1 1 7 36.0
0 1 6 -36.0
1 0 7 36.0
0 1 5 -36.0
1 7 7 36.0
0 0 6 -36.0
1 0 5 36.0
1 3 7 36.0
