1 3 5 2.0
0 2 3 -2.0
1 4 2 2.0
0 5 3 -2.0
1 2 4 2.0
0 4 5 -2.0
1 5 4 2.0
0 5 5 -2.0
1 4 6 2.0
0 1 4 -2.0
1 1 2 -3.69
0 1 3 3.06
1 6 3 -1.92
0 6 4 2.09
1 5 2 -2.57
0 3 2 3.77
1 6 2 -3.99
0 4 1 4.0
1 2 2 -4.2
0 7 2 4.95
1 2 5 -5.77
0 5 1 6.53
1 5 0 -7.1
0 7 3 6.8
1 6 5 -8.27
0 1 5 7.03
1 7 4 -6.3
0 2 1 7.01
1 3 1 -5.38
0 3 0 4.66
1 1 0 -3.73
0 2 6 4.9
1 3 6 -4.65
0 6 1 3.57
1 0 4 -2.54
0 2 0 1.39
1 4 0 -1.23
0 0 5 -1.02
1 0 3 0.9
0 0 2 -0.63
1 1 1 0.79
0 1 6 0.21
1 2 7 0.88
0 4 7 -64
1 5 7 64
0 0 0 -2.0
1 0 1 2.0
0 5 6 -2.0
1 3 7 2.0
0 6 0 -2.0
1 7 1 2.0
0 7 0 -2.0
1 6 7 2.0
0 7 5 -2.0
1 0 7 2.0
0 1 7 -2.0
1 7 6 2.0
0 7 7 -2.0
1 6 6 2.0
1 0 6 2.0
