1 3 5 -8.0
0 2 5 8.0
1 2 4 -8.0
0 2 3 8.0
1 1 4 -8.0
0 4 5 8.0
1 2 2 -8.0
0 1 5 8.0
1 3 6 1.55
0 2 7 -1.55
1 5 4 2.4
0 5 3 -3.34
1 4 6 3.39
0 1 2 -3.32
1 3 7 3.08
0 3 2 -4.02
1 1 7 3.09
0 2 6 -1.75
1 1 3 1.09
0 0 5 -0.81
1 5 5 1.45
0 6 4 -1.34
1 0 3 1.55
0 6 5 -1.84
1 0 4 -0.57
0 0 2 0.12
1 2 1 -0.52
0 3 1 0.59
1 5 6 -1.13
0 2 0 1.21
1 4 2 -1.04
0 5 2 0.48
1 6 3 -0.38
0 7 4 0.47
1 4 1 -0.55
0 3 0 -0.78
1 5 1 0.17
0 6 2 0.07
1 4 0 0.7
0 5 0 -0.05
1 6 1 -1.17
0 0 6 1.3
1 7 5 -2.27
0 6 6 64
1 7 3 -64
0 6 7 8.0
1 4 7 -8.0
0 7 6 8.0
1 7 1 -8.0
0 7 0 8.0
1 0 1 -8.0
0 0 0 8.0
1 7 7 -8.0
0 5 7 8.0
1 1 6 -8.0
0 0 7 8.0
1 6 0 -8.0
0 7 2 8.0
1 1 0 -8.0
0 1 1 8.0
