1 3 5 -18.0
0 2 3 18.0
1 3 2 -18.0
0 4 5 18.0
1 5 3 -18.0
0 5 4 18.0
1 4 6 -18.0
0 5 6 18.0
1 6 4 -0.95
0 4 7 1.25
1 2 4 -1.51
0 4 2 1.88
1 3 6 -0.67
0 1 5 1.24
1 5 2 -0.53
0 2 5 1.67
1 5 7 -1.68
0 6 7 0.38
1 2 7 0.76
0 6 3 0.38
1 7 4 -1.17
0 2 6 1.2
1 0 5 -1.29
0 1 4 1.48
1 6 2 -1.9
0 5 5 2.5
1 6 5 -2.76
0 2 1 2.81
1 1 2 -3.73
0 2 2 3.84
1 1 3 -4.88
0 5 1 5.53
1 4 1 -4.8
0 4 0 5.09
1 3 1 -4.54
0 0 2 3.11
1 0 3 -2.34
0 1 1 2.16
1 2 0 -2.85
0 0 1 4.61
1 3 0 -6.0
0 5 0 6.73
1 1 7 -7.32
0 7 5 64
1 7 6 -64
0 0 4 18.0
1 6 6 -18.0
0 0 6 18.0
1 0 0 -18.0
0 1 6 18.0
1 0 7 -18.0
0 7 3 18.0
1 7 1 -18.0
0 7 7 18.0
1 6 1 -18.0
0 7 2 18.0
1 7 0 -18.0
0 6 0 18.0
0 3 7 18.0
0 1 0 18.0
