1 3 5 -16.0
0 2 3 16.0
1 5 2 -16.0
0 5 3 16.0
1 4 2 -16.0
0 4 5 16.0
1 3 2 -16.0
0 5 1 16.0
1 6 2 -16.0
0 4 1 16.0
1 5 4 -16.0
0 2 4 16.0
1 2 2 -16.0
0 4 6 16.0
1 2 5 -16.0
0 2 1 16.0
1 2 0 -16.0
0 1 4 0.84
1 1 3 2.45
0 0 2 -4.05
1 1 5 2.8
0 3 1 -1.1
1 5 6 2.3
0 6 3 -1.47
1 2 6 2.12
0 6 5 -2.77
1 0 4 2.72
0 4 7 -2.08
1 0 3 0.89
0 0 5 -2.22
1 1 2 0.55
0 0 6 0.36
1 5 0 -0.99
0 0 1 2.33
1 7 3 -2.54
0 6 4 0.96
1 3 6 0.47
0 5 5 -1.17
1 3 0 -0.59
0 4 0 1.16
1 7 5 -1.67
0 7 4 1.7
1 7 2 -2.47
0 2 7 64
1 3 7 -64
0 6 6 16.0
1 6 7 -16.0
0 5 7 16.0
1 6 1 -16.0
0 7 0 16.0
1 6 0 -16.0
0 7 1 16.0
1 1 1 -16.0
0 7 7 16.0
1 1 6 -16.0
0 7 6 16.0
1 1 7 -16.0
0 0 7 16.0
0 0 0 16.0
1 1 0 -16.0
