1 3 5 0.0
0 2 3 0.0
1 5 2 0.0
0 5 3 0.0
1 4 2 0.0
0 4 5 0.0
1 2 5 0.0
0 3 6 0.0
1 2 4 0.0
0 1 3 0.0
1 5 4 0.0
0 3 2 0.0
1 5 5 0.0
0 1 4 0.0
1 3 7 0.0
0 6 4 0.0
1 2 2 0.0
0 6 3 0.0
1 6 2 0.0
0 5 1 1.62
1 2 6 -1.62
0 1 5 1.62
1 4 1 1.48
0 4 6 0.23
1 5 6 0.39
0 7 3 -0.75
1 6 5 0.11
0 2 1 -0.69
1 1 2 1.68
0 0 3 -3.34
1 2 0 4.09
0 2 7 -3.55
1 7 2 3.48
0 4 0 -2.48
1 5 0 1.05
0 4 7 -0.04
1 3 0 0.67
0 5 7 -1.42
1 6 6 1.95
0 3 1 -1.8
1 7 5 0.52
0 7 4 -1.5
1 6 7 1.56
0 6 1 0
1 6 0 0
0 7 0 0.0
1 7 1 0.0
0 1 0 0.0
1 0 2 0.0
0 0 1 0.0
1 0 5 0.0
0 7 7 0.0
1 7 6 0.0
0 0 6 0.0
1 0 7 0.0
0 0 4 0.0
1 1 6 0.0
0 1 7 0.0
1 1 1 0.0
0 0 0 0.0
