1 3 5 20.0
0 2 3 -20.0
1 5 2 20.0
0 3 6 -20.0
1 2 2 20.0
0 5 3 -20.0
1 2 4 7.53
0 1 3 -8.55
1 2 5 9.51
0 1 4 -9.42
1 0 3 9.34
0 3 2 -9.36
1 4 2 9.5
0 4 1 -8.57
1 5 5 8.34
0 4 5 -9.05
1 5 4 10.27
0 2 1 -9.99
1 5 1 10.59
0 6 4 -10.64
1 1 2 10.83
0 6 2 -11.66
1 4 0 13.05
0 6 5 -13.88
1 2 0 15.16
0 3 1 -16.19
1 0 5 16.63
0 1 1 -16.31
1 7 3 16.34
0 7 2 -14.63
1 6 3 14.8
0 0 1 -14.11
1 7 1 15.73
0 0 4 -16.39
1 7 6 15.6
0 5 0 -17.17
1 1 0 20.39
0 7 4 -25.44
1 7 5 24.37
0 3 0 -23.37
1 6 0 23.56
0 6 6 -22.95
1 3 7 23.68
0 2 6 -64
1 7 7 64
0 5 6 -20.0
1 4 7 20.0
0 4 6 -20.0
1 0 0 20.0
0 0 2 -20.0
1 6 1 20.0
0 7 0 -20.0
1 1 5 20.0
0 2 7 -20.0
1 5 7 20.0
0 6 7 -20.0
1 1 6 20.0
0 0 7 -20.0
1 0 6 20.0
1 1 7 20.0
