1 3 5 -8.0
0 2 3 8.0
1 5 2 -8.0
0 5 3 8.0
1 4 2 -8.0
0 4 5 8.0
1 2 5 -8.0
0 5 5 8.0
1 5 4 -8.0
0 4 1 8.0
1 3 1 -8.0
0 2 4 8.0
1 1 4 -8.0
0 3 6 8.0
1 3 2 -8.0
0 6 4 8.0
1 2 6 0.62
0 1 3 2.13
1 2 2 -1.79
0 4 6 0.08
1 1 5 -0.38
0 1 2 0.75
1 3 7 -0.92
0 6 3 0.64
1 6 2 -1.09
0 5 1 1.18
1 5 0 -1.27
0 2 0 -0.17
1 3 0 1.63
0 0 4 -1.7
1 0 5 1.8
0 7 2 -2.37
1 0 1 2.55
0 1 7 -0.78
1 4 7 -1.84
0 2 7 2.76
1 0 7 -2.04
0 0 3 2.47
1 0 2 -3.15
0 0 6 5.07
1 6 0 -6.26
0 0 0 6.51
1 1 6 -6.66
0 1 1 8.12
1 6 5 -8.52
0 7 5 6.65
1 5 6 -5.95
0 2 1 5.2
1 6 1 -5.35
0 7 0 5.68
1 1 0 -5.34
0 4 0 6.55
1 7 3 -5.47
0 7 4 8.0
1 7 1 -8.0
0 6 6 8.0
1 7 7 -8.0
0 7 6 8.0
1 5 7 -8.0
0 6 7 8.0
