1 3 5 6.0
0 2 3 -6.0
1 4 2 6.0
0 5 3 -6.0
1 5 2 6.0
0 4 5 -6.0
1 2 5 6.0
0 5 5 -6.0
1 2 4 6.0
0 1 4 -6.0
1 2 2 6.0
0 2 6 -6.0
1 3 6 6.0
0 1 5 -6.0
1 5 6 0.15
0 4 6 1.41
1 0 5 -1.41
0 5 7 1.41
1 6 4 -1.41
0 0 3 1.41
1 5 4 -1.41
0 1 3 1.41
1 4 7 -1.41
0 3 7 1.41
1 6 5 -1.41
0 7 5 1.41
1 2 7 -1.41
0 1 2 1.41
1 6 7 -1.34
0 6 2 1.34
1 7 2 -3.69
0 7 4 2.89
1 3 2 -2.32
0 4 1 2.84
1 0 1 -2.59
0 0 4 0.04
1 0 2 0.26
0 6 3 -0.68
1 0 6 1.95
0 1 6 -1.67
1 5 0 0.91
0 3 0 -0.58
1 4 0 -0.48
0 6 0 -64
1 7 3 64
0 7 1 -6.0
1 5 1 6.0
0 2 1 -6.0
1 2 0 6.0
0 3 1 -6.0
1 7 0 6.0
0 6 1 -6.0
1 6 6 6.0
0 1 0 -6.0
1 0 7 6.0
0 1 7 -6.0
1 7 6 6.0
0 7 7 -6.0
1 1 1 6.0
0 0 0 -6.0
