1 3 5 -2.0
0 2 3 2.0
1 3 2 -2.0
0 4 5 2.0
1 5 4 -2.0
0 2 2 2.0
1 5 5 -2.0
0 2 6 2.0
1 2 5 -4.24
0 2 4 5.25
1 5 3 -4.3
0 3 6 3.69
1 1 3 -4.63
0 4 2 4.16
1 1 5 -5.09
0 1 4 5.89
1 1 2 -7.26
0 0 5 7.31
1 3 7 -7.42
0 5 2 7.03
1 0 3 -7.52
0 0 2 6.97
1 0 4 -7.78
0 4 6 6.82
1 4 1 -6.28
0 3 0 5.71
1 5 0 -4.7
0 3 1 6.09
1 2 0 -6.48
0 4 0 6.3
1 5 1 -5.7
0 6 5 6.23
1 5 7 -6.05
0 6 4 7.34
1 6 2 -7.13
0 6 3 6.92
1 7 4 -7.44
0 7 2 8.41
1 7 5 -10.5
0 5 6 9.55
1 4 7 -6.91
0 7 3 6.41
1 7 1 -6.76
0 2 7 64
1 2 1 -64
0 6 7 2.0
1 1 1 -2.0
0 0 0 2.0
1 1 0 -2.0
0 0 1 2.0
1 6 1 -2.0
0 7 0 2.0
1 6 0 -2.0
0 7 6 2.0
1 0 6 -2.0
0 0 7 2.0
1 1 7 -2.0
0 1 6 2.0
1 7 7 -2.0
1 6 6 -2.0
