1 3 5 12.0
0 2 3 -12.0
1 3 2 12.0
0 4 5 -12.0
1 5 4 12.0
0 2 2 -12.0
1 5 3 12.0
0 2 5 -12.0
1 2 4 12.0
0 1 5 -1.64
1 5 6 1.64
0 4 2 -1.64
1 1 4 3.15
0 0 5 -0.68
1 1 3 -1.2
0 0 4 1.77
1 5 1 -0.87
0 5 5 1.84
1 3 1 -1.02
0 1 2 1.65
1 2 1 -1.23
0 6 4 0.55
1 6 5 -0.25
0 6 2 -1.19
1 5 2 -0.23
0 7 5 0.09
1 3 6 0.29
0 6 3 0.29
1 2 6 -0.37
0 5 0 -0.84
1 0 3 0.63
0 4 6 0.02
1 4 7 0.44
0 5 7 -1.34
1 6 7 2.43
0 4 0 -3.2
1 0 2 2.3
0 1 6 -0.84
1 6 6 1.78
0 4 1 -2.82
1 3 0 1.95
0 1 7 -2.2
1 2 7 3.39
0 3 7 -64
1 0 7 64
0 0 6 -12.0
1 1 1 12.0
0 7 7 -12.0
1 7 2 12.0
0 7 4 -12.0
1 7 3 12.0
0 2 0 -12.0
1 1 0 12.0
0 0 0 -12.0
1 0 1 12.0
0 7 1 -12.0
1 7 6 12.0
1 7 0 12.0
1 6 0 12.0
0 6 1 -12.0
