1 3 5 -16.0
0 2 3 16.0
1 3 2 -16.0
0 4 5 16.0
1 5 4 -16.0
0 2 2 16.0
1 5 3 -16.0
0 2 5 16.0
1 2 4 -16.0
0 1 3 16.0
1 4 6 -16.0
0 4 2 16.0
1 2 6 -16.0
0 3 6 16.0
1 1 4 -16.0
0 0 5 16.0
1 1 5 -16.0
0 2 7 16.0
1 3 7 -16.0
0 5 2 16.0
1 1 7 -16.0
0 5 6 4.41
1 5 5 -3.59
0 5 7 4.02
1 4 1 -3.55
0 6 2 2.47
1 6 4 -3.44
0 4 0 3.5
1 0 4 -3.12
0 0 3 2.86
1 1 6 -2.48
0 4 7 2.62
1 3 1 -2.58
0 7 4 2.2
1 5 0 -3.08
0 6 0 1.59
1 5 1 -1.52
0 0 7 1.66
1 0 6 -1.8
0 2 1 1.67
1 7 2 -3.75
0 6 5 4.58
1 7 5 -5.31
0 6 3 64
1 7 3 -64
0 3 0 16.0
1 2 0 -16.0
0 1 0 16.0
1 1 2 -16.0
0 6 6 16.0
1 7 7 -16.0
0 6 1 16.0
1 7 0 -16.0
0 7 1 16.0
1 0 2 -16.0
0 0 1 16.0
1 0 0 -16.0
0 1 1 16.0
0 7 6 16.0
1 6 7 -16.0
