1 3 5 8.0
0 2 3 -8.0
1 5 2 8.0
0 5 3 -8.0
1 4 2 8.0
0 4 5 -8.0
1 2 5 8.0
0 5 5 -8.0
1 2 4 8.0
0 1 4 -8.0
1 1 3 8.0
0 3 2 -8.0
1 2 1 8.0
0 3 1 -8.0
1 5 4 0.19
0 3 6 0.65
1 2 2 -0.87
0 4 1 -0.23
1 1 5 0.1
0 6 5 -0.93
1 6 4 2.64
0 1 2 -0.92
1 0 3 0.75
0 7 3 -2.16
1 7 4 1.91
0 6 2 -2.41
1 6 3 3.03
0 2 0 -3.18
1 5 0 2.1
0 3 0 -1.85
1 2 6 2.3
0 7 2 -2.12
1 4 7 2.03
0 0 2 -2.16
1 0 1 3.01
0 7 5 -1.25
1 1 1 -0.66
0 0 4 -0.06
1 0 5 -0.44
0 0 0 0.56
1 6 1 0.2
0 4 6 -0.5
1 5 7 0.26
0 1 6 -64
1 0 7 64
0 0 6 -8.0
1 5 6 8.0
0 1 7 -8.0
1 7 1 8.0
0 5 1 -8.0
1 4 0 8.0
0 6 7 -8.0
1 7 7 8.0
0 2 7 -8.0
1 3 7 8.0
0 7 0 -8.0
1 6 0 8.0
0 6 6 -8.0
1 1 0 8.0
1 7 6 8.0
