1 3 5 -8.0
0 2 3 8.0
1 5 2 -8.0
0 5 3 8.0
1 4 2 -8.0
0 4 5 8.0
1 3 2 -8.0
0 4 1 8.0
1 5 1 -8.0
0 6 2 8.0
1 1 3 -8.0
0 2 2 8.0
1 2 4 -8.0
0 3 1 8.0
1 3 0 -8.0
0 2 1 -3.98
1 2 0 3.98
0 5 0 -3.98
1 5 4 4.09
0 2 5 -4.09
1 6 4 4.33
0 6 3 -3.43
1 4 0 3.93
0 1 5 -5.31
1 6 0 5.59
0 5 5 -3.58
1 6 5 1.03
0 7 4 0.65
1 7 5 -0.59
0 7 3 0.8
1 7 2 -1.05
0 0 2 -0.2
1 0 4 0.6
0 1 2 2.35
1 0 3 -4.36
0 0 1 4.28
1 1 4 -2.86
0 0 5 3.3
1 5 6 -4.89
0 3 6 4.9
1 4 7 -4.99
0 3 7 4.98
1 4 6 -6.44
0 6 1 64
1 2 6 -64
0 2 7 8.0
1 7 0 -8.0
0 7 1 8.0
1 1 7 -8.0
0 1 1 8.0
1 0 0 -8.0
0 1 0 8.0
1 0 6 -8.0
0 6 7 8.0
1 6 6 -8.0
0 7 7 8.0
1 7 6 -8.0
0 5 7 8.0
0 0 7 8.0
0 1 6 8.0
