1 3 5 10.0
0 2 3 -10.0
1 3 2 10.0
0 4 5 -10.0
1 5 4 10.0
0 2 2 -10.0
1 5 3 10.0
0 2 5 -10.0
1 2 4 10.0
0 1 3 -10.0
1 1 4 10.0
0 5 5 -10.0
1 4 2 10.0
0 1 2 -10.0
1 0 3 10.0
0 0 2 -10.0
1 0 1 10.0
0 6 4 -10.0
1 2 1 10.0
0 0 4 -10.0
1 0 5 10.0
0 1 5 3.34
1 4 6 -2.41
0 3 7 2.41
1 3 6 -2.41
0 5 6 4.34
1 6 3 -4.83
0 5 2 4.48
1 4 1 -4.45
0 2 7 4.4
1 6 2 -3.84
0 5 1 3.41
1 7 4 -4.53
0 6 5 4.63
1 3 1 -3.7
0 4 0 4.5
1 3 0 -4.48
0 7 5 4.72
1 7 6 -3.78
0 1 6 2.02
1 5 0 -1.43
0 2 6 1.28
1 0 6 -1.32
0 1 1 -64
1 0 7 64
0 1 7 -10.0
1 2 0 10.0
0 6 6 -10.0
1 7 7 10.0
0 6 7 -10.0
1 7 3 10.0
0 7 1 -10.0
1 7 2 10.0
0 6 0 -10.0
1 7 0 10.0
0 6 1 -10.0
1 4 7 10.0
0 5 7 -10.0
0 1 0 -10.0
1 0 0 10.0
