1 3 5 2.0
0 2 5 -2.0
1 2 4 2.0
0 4 5 -2.0
1 2 6 2.0
0 2 3 -2.0
1 5 4 2.0
0 5 5 -2.0
1 4 6 2.0
0 5 3 -2.0
1 5 6 1.2
0 5 7 -1.2
1 3 2 -0.31
0 2 2 1.34
1 4 2 -0.16
0 4 1 0.37
1 6 3 -0.82
0 3 6 0.38
1 1 3 0.45
0 6 4 0.13
1 3 7 -0.22
0 1 2 0.17
1 7 4 0.18
0 6 5 -0.56
1 5 2 0.06
0 1 5 0.06
1 1 4 1.06
0 0 5 -0.82
1 0 3 -0.56
0 0 4 -0.91
1 0 6 1.2
0 7 2 -0.88
1 7 3 1.41
0 7 5 -3.08
1 4 7 3.17
0 5 1 -2.55
1 3 0 2.7
0 5 0 -1.32
1 6 7 -0.66
0 3 1 -1.18
1 6 2 4.02
0 7 1 -5.77
1 2 0 6.31
0 4 0 -64
1 6 0 64
0 1 7 -2.0
1 2 7 2.0
0 7 7 -2.0
1 0 1 2.0
0 0 2 -2.0
1 6 1 2.0
0 0 7 -2.0
1 7 6 2.0
0 1 6 -2.0
1 7 0 2.0
0 6 6 -2.0
1 2 1 2.0
0 0 0 -2.0
0 1 1 -2.0
