1 3 5 4.0
0 2 3 -4.0
1 5 2 4.0
0 5 3 -4.0
1 4 2 4.0
0 4 5 -4.0
1 3 2 4.0
0 5 1 -4.0
1 6 2 4.0
0 2 4 -4.0
1 2 2 4.0
0 4 1 -4.0
1 3 1 4.0
0 6 3 -4.0
1 5 4 4.0
0 2 0 -4.0
1 7 2 4.0
0 4 6 -4.0
1 3 0 4.0
0 5 5 0.4
1 6 5 -0.4
0 6 4 0.4
1 7 5 -0.65
0 4 0 0.6
1 1 3 0.09
0 0 2 -0.44
1 0 4 0.4
0 7 4 0.06
1 7 3 -0.44
0 2 5 0.34
1 1 4 -2.4
0 1 5 2.12
1 4 7 -2.86
0 0 3 1.41
1 1 2 -1.1
0 0 5 2.38
1 5 6 -2.97
0 6 6 1.0
1 7 7 1.38
0 5 7 -1.57
1 3 7 2.34
0 2 7 -0.39
1 3 6 0.3
0 2 6 -64
1 6 7 64
0 7 6 -4.0
1 5 0 4.0
0 6 0 -4.0
1 6 1 4.0
0 0 1 -4.0
1 1 6 4.0
0 1 7 -4.0
1 0 7 4.0
0 0 6 -4.0
1 0 0 4.0
0 1 1 -4.0
1 1 0 4.0
0 2 1 -4.0
1 7 0 4.0
0 7 1 -4.0
