1 3 5 4.0
0 2 3 -4.0
1 4 2 4.0
0 5 3 -4.0
1 5 2 4.0
0 4 5 -4.0
1 3 2 4.0
0 5 1 -4.0
1 6 2 4.0
0 5 4 -4.0
1 6 3 4.0
0 2 2 -4.0
1 4 1 4.0
0 3 1 -4.0
1 2 0 0.1
0 2 1 -2.68
1 5 0 2.38
0 7 4 -1.41
1 6 5 0.57
0 6 4 -0.55
1 1 3 -0.66
0 7 1 0.17
1 5 5 1.34
0 1 4 -0.91
1 1 2 0.88
0 0 2 -2.57
1 0 5 2.59
0 0 4 -1.92
1 0 3 1.13
0 0 6 -1.93
1 3 0 1.72
0 4 0 -2.02
1 1 1 2.59
0 4 6 -3.09
1 7 5 2.65
0 7 3 -2.66
1 3 6 1.75
0 0 0 -3.09
1 2 4 4.8
0 1 0 -4.38
1 0 1 5.16
0 5 6 -5.77
1 4 7 5.2
0 6 0 -64
1 6 1 64
0 3 7 -4.0
1 2 7 4.0
0 7 0 -4.0
1 2 5 4.0
0 2 6 -4.0
1 6 6 4.0
0 7 7 -4.0
1 7 6 4.0
0 1 5 -4.0
1 0 7 4.0
1 5 7 4.0
0 6 7 -4.0
1 7 2 4.0
0 1 7 -4.0
1 1 6 4.0
