1 3 5 -2.0
0 2 5 2.0
1 2 4 -2.0
0 4 5 2.0
1 5 4 -2.0
0 3 2 2.0
1 4 2 -2.0
0 1 4 2.0
1 2 2 -2.0
0 6 4 2.0
1 5 5 -2.0
0 5 3 2.0
1 5 2 -2.0
0 6 3 2.0
1 7 4 -2.0
0 7 2 2.0
1 6 5 -2.0
0 6 2 2.0
1 7 3 -2.0
0 7 5 2.0
1 2 6 -2.0
0 2 3 0.77
1 1 3 -1.13
0 1 5 0.74
1 3 6 0.55
0 4 7 -2.8
1 5 6 4.53
0 4 6 -4.82
1 3 7 3.9
0 5 7 -3.73
1 1 2 3.97
0 3 1 -3.49
1 0 3 4.15
0 4 1 -4.5
1 6 7 3.74
0 2 1 -5.03
1 0 6 2.96
0 1 7 -2.36
1 5 0 0.73
0 0 5 -0.29
1 0 4 0.58
0 5 1 -3.02
1 6 1 3.4
0 6 6 64
1 7 7 -64
0 7 6 2.0
1 7 1 -2.0
0 7 0 2.0
1 3 0 -2.0
0 0 1 2.0
1 6 0 -2.0
0 1 0 2.0
1 1 6 -2.0
0 4 0 2.0
1 2 0 -2.0
0 1 1 2.0
1 0 0 -2.0
0 0 2 2.0
0 0 7 2.0
0 2 7 2.0
