1 3 5 24.0
0 2 3 -24.0
1 5 2 24.0
0 5 3 -24.0
1 4 2 24.0
0 4 5 -24.0
1 3 2 24.0
0 5 1 -24.0
1 6 2 24.0
0 2 4 -24.0
1 2 2 24.0
0 4 1 -24.0
1 3 1 24.0
0 6 3 -24.0
1 5 4 24.0
0 2 0 -24.0
1 7 2 24.0
0 2 1 -24.0
1 5 5 24.0
0 2 5 -24.0
1 1 5 24.0
0 3 6 -24.0
1 1 3 24.0
0 1 2 -24.0
1 4 6 24.0
0 7 4 -0.52
1 1 4 1.92
0 6 5 -1.72
1 6 4 3.42
0 7 5 -3.88
1 7 3 4.12
0 7 1 -5.17
1 0 1 5.77
0 4 7 -6.48
1 5 6 6.64
0 5 7 -5.24
1 5 0 6.68
0 4 0 -6.99
1 6 1 7.09
0 2 6 -6.68
1 1 6 6.39
0 0 3 -8.62
1 0 4 10.29
0 0 7 -64
1 3 0 64
0 0 6 -24.0
1 0 5 24.0
0 7 0 -24.0
1 1 0 24.0
0 1 1 -24.0
1 1 7 24.0
0 2 7 -24.0
1 3 7 24.0
0 6 6 -24.0
1 7 6 24.0
0 7 7 -24.0
1 6 7 24.0
1 0 0 24.0
1 0 2 24.0
1 6 0 24.0
