1 3 5 8.0
0 2 5 -8.0
1 2 4 8.0
0 2 3 -8.0
1 1 5 8.0
0 5 4 -8.0
1 1 3 8.0
0 1 4 -8.0
1 0 3 8.0
0 0 2 -8.0
1 2 2 8.0
0 0 4 1.51
1 3 2 -0.59
0 4 2 2.0
1 0 5 -2.68
0 0 6 3.84
1 1 2 -4.95
0 4 1 4.8
1 5 3 -3.96
0 3 1 3.43
1 5 5 -3.07
0 2 6 2.75
1 1 1 -2.99
0 2 1 4.15
1 3 0 -5.06
0 4 6 2.55
1 5 0 -1.79
0 5 2 1.6
1 6 3 -2.27
0 4 0 3.43
1 2 0 -4.96
0 5 1 6.83
1 3 7 -7.71
0 5 7 5.95
1 1 0 -4.16
0 4 5 3.61
1 3 6 -3.95
0 4 7 4.43
1 6 7 -3.61
0 5 6 2.55
1 6 2 -1.26
0 6 1 0.98
1 6 5 0.24
0 7 1 -64
1 6 4 64
0 7 2 -8.0
1 7 3 8.0
0 7 4 -8.0
1 7 5 8.0
0 7 6 -8.0
1 7 0 8.0
0 6 0 -8.0
1 7 7 8.0
0 6 6 -8.0
1 2 7 8.0
0 1 7 -8.0
1 0 7 8.0
0 1 6 -8.0
1 0 1 8.0
0 0 0 -8.0
