1 3 5 4.0
0 2 3 -4.0
1 3 2 4.0
0 4 5 -4.0
1 5 4 4.0
0 2 2 -4.0
1 5 3 4.0
0 5 5 -4.0
1 4 6 4.0
0 3 6 2.46
1 2 4 -2.5
0 4 2 2.6
1 5 1 -2.55
0 2 5 3.29
1 3 1 -3.63
0 5 7 4.48
1 2 6 -4.9
0 6 4 5.06
1 1 4 -3.88
0 1 2 4.05
1 1 5 -3.86
0 1 3 2.94
1 3 7 -3.95
0 6 2 4.5
1 2 1 -4.87
0 2 7 5.94
1 1 7 -3.69
0 0 4 2.42
1 0 5 -0.98
0 0 3 0.41
1 1 6 -2.28
0 5 2 2.16
1 4 1 -1.65
0 0 7 3.09
1 0 6 -2.37
0 4 7 -0.02
1 7 2 1.46
0 6 1 -3.09
1 6 3 3.96
0 6 0 -4.82
1 4 0 3.52
0 7 3 -3.1
1 7 4 4.89
0 3 0 -64
1 5 6 64
0 6 7 -4.0
1 2 0 4.0
0 6 5 -4.0
1 7 5 4.0
0 5 0 -4.0
1 6 6 4.0
0 1 1 -4.0
1 0 0 4.0
0 0 1 -4.0
1 7 0 4.0
0 7 7 -4.0
1 7 6 4.0
0 7 1 -4.0
1 0 2 4.0
0 1 0 -4.0
