1 3 5 4.0
0 2 3 -4.0
1 5 2 4.0
0 5 3 -4.0
1 4 2 4.0
0 4 5 -4.0
1 2 5 4.0
0 5 5 -4.0
1 2 4 4.0
0 1 4 -4.0
1 1 5 4.0
0 3 2 -4.0
1 2 1 -0.65
0 4 1 0.65
1 0 4 -0.65
0 3 6 0.65
1 4 6 -0.65
0 3 7 0.16
1 3 1 -0.63
0 2 2 1.09
1 1 3 -2.38
0 1 2 2.7
1 0 3 -2.5
0 5 1 3.05
1 5 4 -4.41
0 3 0 5.41
1 6 5 -5.74
0 2 0 4.96
1 5 7 -3.59
0 0 5 3.73
1 0 6 -2.77
0 2 6 1.41
1 2 7 -1.7
0 4 7 1.78
1 5 6 -1.55
0 0 1 2.76
1 6 3 -4.1
0 6 2 1.69
1 6 0 -2.45
0 5 0 3.28
1 6 4 -3.1
0 7 0 2.85
1 7 1 -2.34
0 1 6 -64
1 6 1 64
0 7 2 -4.0
1 7 3 4.0
0 7 4 -4.0
1 0 7 4.0
0 1 7 -4.0
1 7 5 4.0
0 7 6 -4.0
1 6 6 4.0
0 7 7 -4.0
1 6 7 4.0
0 0 2 -4.0
1 0 0 4.0
1 4 0 4.0
0 1 1 -4.0
1 1 0 4.0
