1 3 5 -20.0
0 2 3 20.0
1 3 2 -20.0
0 4 5 20.0
1 5 3 -20.0
0 5 4 20.0
1 2 5 -20.0
0 2 2 12.41
1 1 3 -12.57
0 5 2 12.68
1 5 6 -12.2
0 4 6 11.98
1 5 5 -12.55
0 3 6 13.49
1 6 4 -13.46
0 2 6 13.8
1 4 2 -13.91
0 6 5 14.67
1 6 2 -15.04
0 5 7 15.19
1 3 1 -16.08
0 2 4 15.33
1 4 7 -15.55
0 3 7 14.89
1 7 5 -15.88
0 6 3 16.23
1 7 4 -15.92
0 4 1 14.71
1 5 0 -15.19
0 5 1 15.83
1 4 0 -15.75
0 0 3 14.09
1 1 5 -12.05
0 1 2 12.01
1 1 4 -10.73
0 2 1 12.05
1 1 0 -13.24
0 3 0 13.3
1 2 0 -13.84
0 0 5 13.82
1 0 4 -13.25
0 0 2 13.22
1 1 1 -14.21
0 0 0 64
1 0 1 -64
0 6 0 20.0
1 1 7 -20.0
0 2 7 20.0
1 1 6 -20.0
0 6 6 20.0
1 7 7 -20.0
0 0 7 20.0
1 0 6 -20.0
0 7 6 20.0
1 6 1 -20.0
0 7 1 20.0
1 7 3 -20.0
0 7 0 20.0
0 7 2 20.0
0 6 7 20.0
