1 3 5 6.0
0 2 3 -6.0
1 3 2 6.0
0 4 5 -6.0
1 5 4 6.0
0 2 2 -6.0
1 5 3 6.0
0 2 5 -6.0
1 2 4 6.0
0 1 3 -6.0
1 5 6 6.0
0 4 2 -6.0
1 4 1 6.0
0 5 1 -6.0
1 2 1 6.0
0 5 2 -6.0
1 3 1 6.0
0 2 0 -6.0
1 3 6 6.0
0 3 0 -6.0
1 4 0 6.0
0 5 0 1.75
1 6 2 -1.75
0 7 2 5.4
1 1 5 -5.4
0 6 4 3.46
1 6 3 -4.17
0 5 5 5.03
1 0 2 -7.58
0 7 3 8.47
1 1 2 -8.55
0 5 7 8.23
1 7 5 -7.86
0 4 6 8.94
1 4 7 -8.02
0 6 5 6.49
1 6 1 -5.64
0 1 4 7.13
1 7 1 -6.53
0 0 4 5.02
1 0 3 -4.23
0 0 1 3.7
1 6 7 -3.07
0 7 0 -64
1 6 0 64
0 2 7 -6.0
1 2 6 6.0
0 1 7 -6.0
1 1 1 6.0
0 0 6 -6.0
1 0 5 6.0
0 3 7 -6.0
1 7 6 6.0
0 7 7 -6.0
1 0 0 6.0
0 6 6 -6.0
1 1 6 6.0
0 0 7 -6.0
1 1 0 6.0
0 7 4 -6.0
