1 3 5 16.0
0 2 3 -16.0
1 3 2 16.0
0 4 5 -16.0
1 5 4 16.0
0 2 2 -16.0
1 5 3 16.0
0 2 5 -16.0
1 2 4 16.0
0 1 3 -16.0
1 1 4 16.0
0 1 2 -16.0
1 4 2 16.0
0 0 5 -16.0
1 2 1 16.0
0 3 1 -16.0
1 2 0 16.0
0 4 0 -16.0
1 5 6 1.63
0 5 5 -0.66
1 3 0 0.94
0 1 0 -1.16
1 3 6 0.81
0 4 7 -1.91
1 2 6 2.7
0 1 5 -2.85
1 2 7 4.49
0 4 6 -5.38
1 5 7 3.99
0 6 7 -1.7
1 6 4 3.21
0 5 1 -1.62
1 5 2 -0.85
0 4 1 0.54
1 1 1 -1.31
0 6 2 2.42
1 0 4 -4.03
0 0 3 5.2
1 0 2 -4.0
0 7 4 2.95
1 7 5 -4.0
0 6 3 3.34
1 6 5 -2.05
0 7 6 -64
1 7 1 64
0 7 2 -16.0
1 0 6 16.0
0 1 7 -16.0
1 0 7 16.0
0 0 0 -16.0
1 0 1 16.0
0 6 6 -16.0
1 1 6 16.0
0 3 7 -16.0
1 5 0 16.0
0 6 0 -16.0
1 7 7 16.0
0 7 3 -16.0
1 6 1 16.0
0 7 0 -16.0
