1 3 5 20.0
0 2 5 -20.0
1 2 4 20.0
0 4 5 -20.0
1 5 2 20.0
0 2 3 -20.0
1 5 5 20.0
0 3 2 -20.0
1 4 6 20.0
0 5 6 -20.0
1 1 4 20.0
0 1 3 -20.0
1 3 6 -4.09
0 5 3 3.57
1 4 2 -3.83
0 5 4 3.59
1 6 5 -2.13
0 3 1 2.07
1 4 7 -1.34
0 0 5 1.03
1 4 1 -0.21
0 6 2 0.24
1 6 4 -1.67
0 7 4 2.35
1 2 2 -2.7
0 1 2 4.75
1 5 1 -4.13
0 6 3 2.95
1 0 3 -2.66
0 2 6 1.66
1 2 0 -1.48
0 1 5 2.59
1 7 5 -3.55
0 5 7 2.62
1 6 7 -0.59
0 7 3 -1.91
1 7 2 0.59
0 6 1 -2.48
1 3 7 2.09
0 3 0 -2.13
1 0 4 1.62
0 0 2 -2.48
1 7 0 1.73
0 7 1 -64
1 6 0 64
0 6 6 -20.0
1 1 6 20.0
0 5 0 -20.0
1 4 0 20.0
0 0 7 -20.0
1 0 6 20.0
0 1 7 -20.0
1 2 7 20.0
0 7 7 -20.0
1 7 6 20.0
1 1 1 20.0
0 1 0 -20.0
1 0 0 20.0
0 2 1 -20.0
1 0 1 20.0
