1 3 5 -6.0
0 2 3 6.0
1 3 2 -6.0
0 4 5 6.0
1 5 4 -6.0
0 2 2 6.0
1 5 3 -6.0
0 3 6 6.0
1 2 5 -6.0
0 5 5 6.0
1 2 6 -0.61
0 5 2 1.88
1 5 6 -1.88
0 2 4 2.42
1 1 4 -5.35
0 4 6 4.48
1 3 7 -3.3
0 1 3 2.99
1 6 3 -1.91
0 4 2 2.95
1 6 5 -3.05
0 6 4 2.26
1 7 4 -1.87
0 5 7 0.07
1 6 2 -0.2
0 0 4 -1.3
1 4 7 2.98
0 7 2 -2.34
1 1 2 2.2
0 1 5 -1.09
1 6 7 0.56
0 0 2 0.31
1 5 1 0.34
0 5 0 -0.63
1 2 1 -0.48
0 3 1 0.93
1 1 1 -2.06
0 0 0 2.16
1 3 0 -2.6
0 2 0 3.66
1 1 6 -4.88
0 0 7 5.3
1 1 0 -6.51
0 4 0 64
1 4 1 -64
0 6 1 6.0
1 0 6 -6.0
0 0 5 6.0
1 7 0 -6.0
0 1 7 6.0
1 0 3 -6.0
0 7 6 6.0
1 6 0 -6.0
0 2 7 6.0
1 0 1 -6.0
0 7 7 6.0
1 6 6 -6.0
0 7 5 6.0
1 7 3 -6.0
0 7 1 6.0
