1 3 5 -2.0
0 2 3 2.0
1 3 2 -2.0
0 4 5 2.0
1 5 4 -2.0
0 2 2 2.0
1 5 3 -2.0
0 2 5 2.0
1 4 6 -2.0
0 4 2 6.34
1 2 6 -6.34
0 5 2 6.34
1 1 5 -6.34
0 6 3 6.34
1 2 4 -2.91
0 5 5 5.94
1 6 5 -5.35
0 1 4 6.13
1 1 3 -6.72
0 3 6 6.63
1 6 4 -6.2
0 5 7 5.77
1 7 2 -5.91
0 5 6 7.3
1 2 7 -6.55
0 0 2 4.64
1 3 7 -5.25
0 4 7 4.95
1 6 7 -3.78
0 7 4 5.94
1 3 1 -6.32
0 4 1 6.94
1 0 3 -7.8
0 2 0 7.26
1 5 1 -7.54
0 7 5 7.56
1 1 2 -7.11
0 2 1 5.73
1 0 1 -4.59
0 0 5 3.88
1 4 0 -4.7
0 3 0 5.51
1 1 0 -6.58
0 6 0 64
1 6 2 -64
0 0 4 2.0
1 7 3 -2.0
0 6 6 2.0
1 0 6 -2.0
0 1 6 2.0
1 7 7 -2.0
0 7 6 2.0
1 0 7 -2.0
0 1 7 2.0
1 5 0 -2.0
0 0 0 2.0
1 1 1 -2.0
0 6 1 2.0
1 7 0 -2.0
0 7 1 2.0
