1 3 5 2.0
0 2 5 -2.0
1 2 4 2.0
0 4 5 -2.0
1 5 3 2.0
0 1 4 -2.0
1 5 5 2.0
0 5 4 -2.43
1 6 5 -8.85
0 6 4 2.66
1 7 5 -11.75
0 2 2 4.15
1 2 3 -9.05
0 5 6 -3.45
1 4 6 -5.31
0 4 2 2.27
1 2 1 -12.07
0 1 2 2.94
1 6 3 -10.87
0 3 6 -1.59
1 1 5 -12.59
0 3 2 5.76
1 2 7 -6.9
0 4 7 1.7
1 0 3 -11.04
0 5 2 6.3
1 3 7 -17.27
0 1 7 6.85
1 0 4 -21.48
0 2 6 7.8
1 1 3 -18.69
0 7 2 8.14
1 7 3 -16.3
0 6 2 8.13
1 6 7 -14.78
0 0 5 8.6
1 4 1 -21.92
0 2 0 11.34
1 3 0 -10.5
0 5 1 0.82
1 7 1 -12.23
0 5 0 -1.48
1 1 1 -6.91
0 4 0 -64
1 3 1 64
0 5 7 -2.0
1 0 7 2.0
0 7 4 -2.0
1 6 0 2.0
0 0 0 -2.0
1 1 0 2.0
0 7 0 -2.0
1 6 1 2.0
0 7 6 -2.0
1 0 6 2.0
0 1 6 -2.0
1 6 6 2.0
0 0 1 -2.0
1 0 2 2.0
0 7 7 -2.0
