1 3 5 -18.0
0 2 3 18.0
1 5 2 -18.0
0 5 3 18.0
1 4 2 -18.0
0 4 5 18.0
1 2 5 -18.0
0 5 5 18.0
1 2 4 -18.0
0 1 4 18.0
1 1 3 -18.0
0 2 6 18.0
1 0 5 -18.0
0 1 5 18.0
1 3 6 -18.0
0 2 7 18.0
1 4 7 -18.0
0 4 6 3.98
1 6 4 -3.98
0 3 2 4.04
1 5 4 -0.84
0 0 2 -2.46
1 4 1 -8.48
0 0 4 7.35
1 6 5 -4.63
0 2 2 5.88
1 3 7 -15.4
0 5 1 3.33
1 3 1 -10.55
0 5 7 4.58
1 2 1 -17.78
0 6 2 2.29
1 6 3 -9.55
0 5 6 5.84
1 0 3 -12.62
0 0 6 15.12
1 6 6 -17.09
0 7 2 9.17
1 7 3 -17.52
0 3 0 7.01
1 5 0 -10.97
0 7 7 16.34
1 2 0 -24.16
0 6 7 64
1 7 6 -64
0 1 0 18.0
1 6 1 -18.0
0 1 6 18.0
1 7 1 -18.0
0 1 2 18.0
1 0 7 -18.0
0 1 7 18.0
1 0 1 -18.0
0 7 0 18.0
1 6 0 -18.0
0 4 0 18.0
1 1 1 -18.0
0 7 4 18.0
1 7 5 -18.0
0 0 0 18.0
