1 3 5 -2.0
0 2 3 2.0
1 5 2 -2.0
0 5 3 2.0
1 4 2 -2.0
0 4 5 2.0
1 2 5 -2.0
0 5 5 2.0
1 2 4 -2.0
0 1 4 2.0
1 1 5 -2.0
0 3 2 2.0
1 2 1 -2.0
0 2 6 2.0
1 5 4 -2.0
0 6 4 2.0
1 4 6 -2.0
0 3 6 2.0
1 2 2 -2.0
0 3 7 2.0
1 0 5 -2.0
0 0 3 5.84
1 5 6 -8.99
0 6 2 4.34
1 6 3 -10.2
0 0 4 3.64
1 0 2 -4.73
0 3 1 -4.05
1 4 0 -8.81
0 6 5 -3.01
1 4 1 -5.24
0 5 7 -0.69
1 7 2 -1.23
0 7 3 -4.64
1 4 7 -8.95
0 2 7 -3.42
1 1 3 0.02
0 1 6 -2.4
1 0 7 2.79
0 1 7 2.88
1 7 4 -9.34
0 3 0 2.72
1 6 6 -12.08
0 5 0 64
1 2 0 -64
0 1 0 2.0
1 5 1 -2.0
0 7 7 2.0
1 6 7 -2.0
0 7 6 2.0
1 7 5 -2.0
0 1 2 2.0
1 0 1 -2.0
0 7 1 2.0
1 0 6 -2.0
0 6 0 2.0
1 6 1 -2.0
0 7 0 2.0
1 1 1 -2.0
0 0 0 2.0
