1 3 5 16.0
0 2 3 -16.0
1 5 2 16.0
0 5 3 -16.0
1 4 2 16.0
0 4 5 -16.0
1 3 2 16.0
0 4 1 -16.0
1 3 1 -0.05
0 5 1 0.06
1 1 4 -8.99
0 2 0 5.16
1 5 4 -3.54
0 5 5 -1.15
1 4 0 -10.95
0 2 2 0.66
1 2 1 -12.34
0 2 5 2.16
1 6 4 -6.44
0 1 3 -4.32
1 6 3 -4.79
0 1 0 -3.16
1 2 4 -6.65
0 1 2 -1.48
1 0 3 -6.74
0 6 5 -0.4
1 0 2 -9.29
0 1 5 -1.3
1 5 0 -5.01
0 3 0 -5.42
1 0 0 0.44
0 0 1 -0.91
1 1 1 3.21
0 7 4 -11.87
1 7 5 -2.23
0 7 2 -11.6
1 2 6 1.41
0 3 7 -6.32
1 2 7 9.54
0 3 6 -14.7
1 4 7 2.5
0 7 3 -2.19
1 7 1 8.22
0 1 6 -64
1 0 7 64
0 0 5 -16.0
1 7 6 16.0
0 6 1 -16.0
1 6 0 16.0
0 6 2 -16.0
1 0 4 16.0
0 0 6 -16.0
1 5 6 16.0
0 1 7 -16.0
1 4 6 16.0
0 6 7 -16.0
1 5 7 16.0
0 6 6 -16.0
1 7 0 16.0
1 7 7 16.0
