1 3 5 4.0
0 2 3 -4.0
1 4 2 4.0
0 5 3 -4.0
1 5 2 4.0
0 4 5 -4.0
1 2 5 4.0
0 5 5 -4.0
1 4 6 4.0
0 3 6 -4.0
1 5 4 4.0
0 5 7 -4.0
1 2 4 4.0
0 5 6 -4.0
1 2 6 4.0
0 1 5 -4.0
1 3 7 4.0
0 4 7 0.45
1 6 7 0.18
0 3 2 0.88
1 2 7 -0.24
0 1 4 0.38
1 6 4 -0.04
0 5 1 0.41
1 5 0 0.51
0 6 3 -0.84
1 7 2 1.21
0 7 3 -3.95
1 7 4 4.39
0 7 5 -2.34
1 7 6 2.46
0 6 2 -2.19
1 4 1 4.2
0 6 5 -4.05
1 7 1 2.39
0 3 1 -2.23
1 2 0 0.89
0 6 1 -1.6
1 2 1 2.85
0 2 2 -2.8
1 7 0 2.76
0 6 0 -3.58
1 4 0 3.08
0 3 0 -64
1 1 2 64
0 1 3 -4.0
1 0 2 4.0
0 0 4 -4.0
1 0 6 4.0
0 0 3 -4.0
1 0 5 4.0
0 1 6 -4.0
1 0 7 4.0
0 1 7 -4.0
1 0 1 4.0
0 1 1 -4.0
1 0 0 4.0
0 1 0 -4.0
1 6 6 4.0
0 7 7 -4.0
