1 3 5 -46.0
0 2 3 46.0
1 4 2 -46.0
0 5 3 46.0
1 3 2 -46.0
0 4 5 46.0
1 5 4 -46.0
0 5 5 46.0
1 6 2 -46.0
0 4 1 46.0
1 3 1 -46.0
0 6 3 46.0
1 1 3 -8.28
0 2 2 0.72
1 1 2 -11.45
0 1 4 5.03
1 4 0 -12.84
0 3 0 -0.54
1 2 4 -9.75
0 5 0 3.34
1 2 0 -3.96
0 1 0 3.98
1 5 1 -11.43
0 3 6 1.52
1 0 4 -9.15
0 0 5 -0.4
1 4 6 -10.55
0 5 2 6.68
1 0 6 -18.24
0 7 3 9.98
1 2 7 -15.42
0 2 1 12.61
1 1 5 -18.66
0 0 1 11.63
1 6 5 -12.93
0 0 3 12.16
1 6 4 -20.55
0 2 5 10.74
1 7 2 -15.04
0 7 1 19.17
1 0 2 -13.13
0 0 7 15.64
1 2 6 -20.69
0 5 7 64
1 5 6 -64
0 1 6 46.0
1 6 1 -46.0
0 1 7 46.0
1 6 0 -46.0
0 7 0 46.0
1 1 1 -46.0
0 4 7 46.0
1 3 7 -46.0
0 0 0 46.0
1 6 7 -46.0
0 7 5 46.0
1 7 4 -46.0
0 6 6 46.0
1 7 6 -46.0
0 7 7 46.0
