1 3 5 -18.0
0 2 3 18.0
1 3 2 -18.0
0 4 5 18.0
1 5 4 -18.0
0 4 2 18.0
1 5 3 -6.54
0 2 4 -0.73
1 2 2 -7.7
0 2 1 -1.24
1 2 5 -0.46
0 2 6 -6.64
1 3 1 -3.87
0 5 5 -4.96
1 4 6 -5.12
0 6 4 -0.35
1 1 2 -12.37
0 1 3 4.2
1 6 3 -11.54
0 3 6 -0.33
1 3 0 -8.73
0 5 1 -3.77
1 0 3 -10.52
0 3 7 1.47
1 4 7 -9.57
0 5 2 5.81
1 4 1 -9.63
0 5 6 8.34
1 7 5 -20.86
0 4 0 14.66
1 6 1 -30.66
0 7 0 19.14
1 6 5 -25.44
0 6 2 17.87
1 6 6 -21.96
0 0 2 16.04
1 1 5 -25.16
0 7 2 11.73
1 1 1 -17.96
0 0 6 6.98
1 7 4 -9.94
0 5 0 10.24
1 0 4 -10.91
0 1 4 64
1 7 1 -64
0 0 5 18.0
1 7 3 -18.0
0 6 7 18.0
1 5 7 -18.0
0 7 7 18.0
1 7 6 -18.0
0 6 0 18.0
1 2 7 -18.0
0 1 7 18.0
1 0 1 -18.0
0 0 0 18.0
1 1 0 -18.0
0 2 0 18.0
1 1 6 -18.0
0 0 7 18.0
