1 3 5 -2.0
0 2 3 2.0
1 3 2 -2.0
0 4 5 2.0
1 1 3 -2.0
0 2 5 6.97
1 5 4 -7.8
0 4 2 -3.5
1 2 4 -3.69
0 2 2 -7.77
1 5 6 -4.73
0 5 5 -6.46
1 1 2 -3.08
0 0 3 0.89
1 1 4 -5.63
0 0 4 -2.24
1 3 6 -5.35
0 4 6 -1.07
1 5 2 -9.64
0 6 5 -3.2
1 0 5 -4.96
0 0 6 1.91
1 2 6 -11.34
0 1 5 5.81
1 4 7 -13.09
0 3 7 0.77
1 6 3 -7.21
0 5 7 2.02
1 7 5 -10.01
0 3 1 2.17
1 1 1 -13.42
0 5 1 9.27
1 4 1 -12.47
0 0 0 5.08
1 2 0 -12.74
0 6 4 -0.92
1 1 0 -7.62
0 4 0 -1.89
1 2 1 -9.69
0 3 0 0.7
1 6 6 -6.65
0 6 2 0.09
1 7 4 -6.25
0 7 3 64
1 5 3 -64
0 7 7 2.0
1 2 7 -2.0
0 0 1 2.0
1 0 2 -2.0
0 1 6 2.0
1 0 7 -2.0
0 1 7 2.0
1 7 2 -2.0
0 7 6 2.0
1 6 7 -2.0
0 7 1 2.0
1 6 1 -2.0
0 7 0 2.0
1 5 0 -2.0
0 6 0 2.0
