1 3 5 -24.0
0 2 3 24.0
1 5 2 -24.0
0 5 3 24.0
1 4 2 -24.0
0 4 5 24.0
1 2 5 -24.0
0 5 5 24.0
1 2 4 -24.0
0 1 4 24.0
1 1 5 -24.0
0 3 2 24.0
1 2 1 -24.0
0 3 6 24.0
1 5 4 1.15
0 1 3 -1.25
1 2 2 -2.73
0 2 0 -12.42
1 4 6 1.92
0 3 7 -9.06
1 4 7 -4.65
0 5 7 -7.13
1 2 6 -2.45
0 0 5 -6.48
1 0 3 -4.72
0 3 1 -4.38
1 4 1 1.28
0 5 0 -7.98
1 2 7 3.94
0 0 4 -5.55
1 6 7 -0.75
0 0 2 -3.66
1 1 2 -8.25
0 6 4 -2.15
1 6 5 -3.43
0 5 6 0.88
1 4 0 -16.07
0 3 0 13.83
1 7 3 -18.63
0 6 3 8.2
1 7 2 -14.04
0 5 1 12.48
1 1 6 -15.41
0 7 5 64
1 7 6 -64
0 7 4 24.0
1 6 1 -24.0
0 6 2 24.0
1 6 0 -24.0
0 7 0 24.0
1 7 1 -24.0
0 1 1 24.0
1 0 1 -24.0
0 0 7 24.0
1 6 6 -24.0
0 0 0 24.0
1 0 6 -24.0
0 1 0 24.0
0 7 7 24.0
0 1 7 24.0
