1 3 5 -40.0
0 2 3 40.0
1 5 2 -40.0
0 5 3 40.0
1 4 2 -40.0
0 4 5 40.0
1 2 5 -40.0
0 5 5 40.0
1 2 4 -40.0
0 1 4 40.0
1 1 3 -40.0
0 2 6 40.0
1 0 3 -40.0
0 3 2 40.0
1 2 2 -40.0
0 1 2 40.0
1 0 2 -40.0
0 1 5 40.0
1 0 6 -40.0
0 5 1 3.02
1 3 7 -10.69
0 2 1 0.72
1 3 0 -11.67
0 3 1 0.68
1 5 4 -7.01
0 2 0 7.99
1 1 0 -21.71
0 4 1 7.89
1 4 6 -23.76
0 3 6 14.91
1 6 5 -28.94
0 5 7 17.69
1 6 0 -27.41
0 6 4 22.56
1 7 5 -31.63
0 2 7 26.2
1 6 2 -31.64
0 4 7 24.81
1 6 6 -39.04
0 5 6 26.18
1 6 7 -37.62
0 6 3 26.07
1 7 2 -35.65
0 5 0 64
1 1 1 -64
0 7 0 40.0
1 1 7 -40.0
0 0 0 40.0
1 6 1 -40.0
0 7 7 40.0
1 0 1 -40.0
0 7 6 40.0
1 1 6 -40.0
0 4 0 40.0
1 7 4 -40.0
0 0 4 40.0
1 0 5 -40.0
0 0 7 40.0
0 7 1 40.0
0 7 3 40.0
