1 3 5 -22.0
0 2 5 22.0
1 2 4 -22.0
0 4 5 22.0
1 5 4 -22.0
0 3 2 22.0
1 4 2 -22.0
0 6 4 22.0
1 3 1 -22.0
0 1 4 22.0
1 5 5 -22.0
0 6 5 22.0
1 3 6 -22.0
0 4 6 22.0
1 2 6 -22.0
0 2 3 22.0
1 5 7 -22.0
0 3 7 1.67
1 0 4 -3.91
0 5 3 -5.16
1 1 2 -3.72
0 4 1 -5.57
1 5 0 -5.57
0 2 1 -1.87
1 3 0 -10.27
0 1 3 0.59
1 5 6 -15.77
0 2 0 2.7
1 6 3 -12.98
0 2 7 1.2
1 2 2 -8.92
0 5 1 7.03
1 4 0 -8.23
0 6 0 5.33
1 5 2 -16.91
0 0 5 3.56
1 1 5 -15.54
0 7 3 13.55
1 0 6 -23.81
0 6 2 19.39
1 7 6 -28.59
0 7 5 16.9
1 7 1 -27.44
0 7 7 64
1 6 1 -64
0 6 7 22.0
1 7 4 -22.0
0 0 2 22.0
1 1 6 -22.0
0 1 0 22.0
1 4 7 -22.0
0 7 0 22.0
1 7 2 -22.0
0 6 6 22.0
1 0 1 -22.0
0 0 0 22.0
1 1 1 -22.0
0 0 3 22.0
1 1 7 -22.0
0 0 7 22.0
