1 3 5 -12.0
0 2 3 12.0
1 5 2 -12.0
0 5 3 12.0
1 4 2 -12.0
0 4 5 12.0
1 2 5 -12.0
0 5 5 12.0
1 2 4 -12.0
0 1 4 12.0
1 1 5 -12.0
0 3 2 12.0
1 2 1 -12.0
0 2 6 12.0
1 5 4 -12.0
0 6 4 12.0
1 7 5 -12.0
0 6 3 12.0
1 7 4 -4.02
0 7 2 6.21
1 3 6 -6.0
0 2 2 6.73
1 4 6 -5.66
0 3 7 4.61
1 6 5 -4.41
0 0 5 4.77
1 7 3 -4.94
0 7 6 6.73
1 1 3 -6.57
0 0 4 7.09
1 0 2 -7.08
0 5 1 5.44
1 4 1 -5.3
0 0 3 6.98
1 0 6 -6.68
0 5 7 6.15
1 3 1 -6.18
0 1 2 6.44
1 5 0 -7.75
0 5 6 7.79
1 1 6 -10.37
0 4 0 11.7
1 0 1 -12.11
0 2 0 64
1 1 0 -64
0 0 7 12.0
1 3 0 -12.0
0 6 2 12.0
1 1 1 -12.0
0 0 0 12.0
1 4 7 -12.0
0 6 0 12.0
1 7 1 -12.0
0 7 0 12.0
1 6 6 -12.0
0 7 7 12.0
1 6 7 -12.0
1 6 1 -12.0
1 1 7 -12.0
0 2 7 12.0
