1 3 5 20.0
0 2 3 -20.0
1 5 2 20.0
0 5 3 -20.0
1 4 2 20.0
0 4 5 -20.0
1 3 2 20.0
0 5 1 -20.0
1 6 2 20.0
0 5 4 -20.0
1 6 3 20.0
0 2 2 -20.0
1 4 1 20.0
0 5 0 -20.0
1 6 5 20.0
0 2 4 -20.0
1 3 1 20.0
0 4 0 -20.0
1 5 5 2.44
0 6 4 -0.95
1 1 4 -5.19
0 2 6 -4.15
1 2 1 -8.99
0 3 6 1.81
1 7 3 -7.76
0 1 3 -0.11
1 3 0 -0.8
0 0 4 -8.73
1 6 0 3.27
0 1 0 -12.68
1 4 6 7.41
0 5 7 -15.76
1 2 5 7.8
0 5 6 -13.73
1 1 5 15.24
0 0 5 -19.49
1 0 2 7.97
0 6 1 -13.02
1 4 7 9.13
0 3 7 -5.04
1 2 7 -2.74
0 1 6 -7.43
1 6 7 6.03
0 2 0 -64
1 0 0 64
0 0 3 -20.0
1 1 1 20.0
0 7 4 -20.0
1 7 5 20.0
0 7 2 -20.0
1 1 2 20.0
0 6 6 -20.0
1 0 7 20.0
0 7 6 -20.0
1 7 7 20.0
0 0 6 -20.0
1 1 7 20.0
0 0 1 -20.0
1 7 1 20.0
1 7 0 20.0
