1 3 5 -8.0
0 2 3 8.0
1 5 2 -8.0
0 5 3 8.0
1 4 2 -8.0
0 4 5 8.0
1 3 2 -8.0
0 4 1 8.0
1 3 1 -8.0
0 2 4 -2.11
1 5 5 -5.74
0 2 2 8.0
1 5 4 -8.0
0 2 6 8.0
1 2 5 -8.0
0 3 6 8.0
1 1 3 -8.0
0 5 6 8.0
1 2 1 -8.0
0 1 4 8.0
1 3 0 -4.98
0 0 3 -5.98
1 5 1 2.98
0 6 3 -14.66
1 0 5 1.05
0 0 4 -2.99
1 6 4 1.24
0 7 4 -14.43
1 7 5 1.25
0 1 2 -8.88
1 6 2 -1.39
0 7 6 -0.98
1 6 5 -0.79
0 7 3 -10.45
1 7 2 7.55
0 7 1 -7.1
1 3 7 1.45
0 4 7 3.63
1 4 6 -4.07
0 5 7 -3.55
1 1 6 -2.61
0 2 7 5.36
1 6 6 -14.94
0 6 0 64
1 5 0 -64
0 7 7 8.0
1 6 7 -8.0
0 1 5 8.0
1 0 6 -8.0
0 6 1 8.0
1 7 0 -8.0
0 1 0 8.0
1 2 0 -8.0
0 4 0 8.0
1 0 0 -8.0
0 1 1 8.0
1 1 7 -8.0
0 0 7 8.0
1 0 1 -8.0
0 0 2 8.0
