1 3 5 -6.0
0 2 5 6.0
1 2 4 -6.0
0 4 5 6.0
1 4 6 -6.0
0 1 4 6.0
1 1 5 -6.0
0 3 6 6.0
1 5 5 -13.15
0 2 3 0.27
1 2 7 -11.6
0 3 7 -2.63
1 4 7 -4.77
0 5 4 0.91
1 0 3 -9.88
0 1 3 4.74
1 4 2 -19.38
0 2 6 9.69
1 5 3 -16.76
0 5 6 4.33
1 1 7 -11.39
0 3 2 8.7
1 1 2 -18.52
0 6 5 14.05
1 7 5 -21.47
0 0 2 11.71
1 3 1 -16.56
0 0 4 13.23
1 0 5 -16.59
0 0 6 19.47
1 6 4 -12.71
0 2 1 4.44
1 5 2 -9.3
0 2 2 3.26
1 2 0 -13.75
0 6 2 9.28
1 5 7 -9.95
0 3 0 -1.17
1 4 1 -12.55
0 5 1 1.78
1 7 2 -8.82
0 7 4 2.95
1 7 3 -4.36
0 6 3 64
1 1 0 -64
0 0 0 6.0
1 0 1 -6.0
0 1 6 6.0
1 0 7 -6.0
0 1 1 6.0
1 5 0 -6.0
0 4 0 6.0
0 6 0 6.0
1 6 1 -6.0
0 7 0 6.0
1 7 1 -6.0
0 7 6 6.0
1 6 6 -6.0
0 6 7 6.0
1 7 7 -6.0
