1 3 5 22.0
0 2 3 -22.0
1 5 2 22.0
0 5 3 -22.0
1 4 2 22.0
0 4 5 -22.0
1 5 4 22.0
0 5 5 -22.0
1 2 4 22.0
0 4 1 0.95
1 2 2 -0.45
0 5 1 -3.75
1 6 5 -3.87
0 3 6 2.86
1 6 4 -5.63
0 2 5 -5.31
1 3 2 -7.82
0 6 3 -3.39
1 3 1 -5.74
0 1 5 -5.93
1 1 4 -5.63
0 6 2 -2.04
1 4 0 -3.47
0 2 0 -3.0
1 2 6 -6.77
0 3 0 0.86
1 1 0 -7.49
0 0 4 -6.0
1 5 6 -4.38
0 4 6 2.26
1 5 0 -5.63
0 7 4 -9.59
1 2 1 -2.49
0 2 7 -6.7
1 7 5 2.34
0 6 1 -5.67
1 4 7 3.18
0 5 7 -16.69
1 3 7 8.41
0 1 3 -13.28
1 1 2 12.26
0 6 0 -21.54
1 7 0 16.68
0 7 1 -64
1 0 6 64
0 0 2 -22.0
1 7 2 22.0
0 7 3 -22.0
1 1 6 22.0
0 0 7 -22.0
1 1 7 22.0
0 0 5 -22.0
1 0 3 22.0
0 6 6 -22.0
1 7 6 22.0
0 1 1 -22.0
1 0 0 22.0
0 7 7 -22.0
1 6 7 22.0
1 0 1 22.0
