1 3 5 -10.0
0 2 5 10.0
1 2 4 -10.0
0 4 5 10.0
1 5 4 -10.0
0 3 2 10.0
1 2 2 -10.0
0 5 3 10.0
1 5 5 2.39
0 1 3 -8.48
1 4 6 3.92
0 5 6 -15.35
1 2 6 6.42
0 2 3 -6.44
1 6 2 -2.23
0 4 7 -5.91
1 4 2 -3.57
0 2 7 -4.3
1 1 4 -6.23
0 3 6 -5.64
1 6 4 -5.4
0 0 3 5.16
1 5 7 -19.15
0 1 5 10.77
1 0 2 -18.72
0 3 1 5.99
1 3 7 -18.05
0 2 1 7.75
1 0 5 -13.04
0 5 2 -3.09
1 0 4 -4.27
0 6 7 1.77
1 1 2 -9.55
0 1 1 7.42
1 3 0 -16.1
0 6 6 13.73
1 6 5 -20.99
0 7 3 16.63
1 1 6 -19.98
0 0 7 8.49
1 1 7 -14.53
0 0 6 10.44
1 7 4 -16.21
0 0 1 64
1 7 7 -64
0 2 0 10.0
1 7 2 -10.0
0 4 1 10.0
1 0 0 -10.0
0 1 0 10.0
1 5 1 -10.0
0 6 1 10.0
1 6 3 -10.0
0 7 1 10.0
1 7 0 -10.0
0 6 0 10.0
1 5 0 -10.0
0 4 0 10.0
0 7 5 10.0
1 7 6 -10.0
