1 3 5 -26.0
0 2 3 26.0
1 3 2 -26.0
0 4 5 26.0
1 5 4 -26.0
0 2 2 26.0
1 5 3 -26.0
0 2 5 26.0
1 2 4 -26.0
0 1 3 26.0
1 5 6 -26.0
0 4 2 26.0
1 4 1 -26.0
0 5 1 26.0
1 3 6 -26.0
0 5 2 26.0
1 3 1 -26.0
0 6 4 26.0
1 5 5 -26.0
0 6 3 4.26
1 6 2 -3.17
0 2 0 3.17
1 3 0 -1.66
0 7 3 -1.34
1 1 5 -9.7
0 4 0 7.36
1 7 4 -9.65
0 5 7 0.52
1 6 5 -10.32
0 7 5 -3.47
1 1 4 -9.31
0 4 6 5.08
1 6 0 -14.98
0 7 2 11.1
1 6 1 -14.75
0 7 0 11.03
1 7 1 -12.63
0 5 0 9.55
1 1 1 -17.7
0 0 0 10.76
1 3 7 -23.2
0 4 7 12.96
1 1 2 -27.32
0 2 7 64
1 2 6 -64
0 2 1 26.0
1 6 7 -26.0
0 7 7 26.0
1 7 6 -26.0
0 6 6 26.0
1 0 1 -26.0
0 1 0 26.0
0 0 2 26.0
1 0 3 -26.0
0 1 7 26.0
1 1 6 -26.0
0 0 6 26.0
1 0 4 -26.0
0 0 7 26.0
0 0 5 26.0
