1 3 5 36.0
0 2 3 -36.0
1 5 2 36.0
0 5 3 -36.0
1 4 2 36.0
0 4 5 -36.0
1 2 5 36.0
0 5 5 -36.0
1 2 4 36.0
0 1 4 -36.0
1 1 3 36.0
0 2 6 -36.0
1 3 6 36.0
0 1 5 -36.0
1 0 4 36.0
0 3 2 -36.0
1 2 2 36.0
0 4 6 -36.0
1 6 3 36.0
0 0 2 1.89
1 5 4 -1.89
0 1 2 5.62
1 5 7 -7.73
0 6 4 6.64
1 0 3 -4.9
0 3 7 -6.49
1 0 1 0.74
0 7 2 -3.13
1 2 7 0.64
0 1 7 -5.35
1 5 6 -7.5
0 6 2 -0.38
1 7 5 -2.01
0 4 1 -10.28
1 0 5 2.28
0 3 1 -9.48
1 2 1 2.48
0 1 6 -15.55
1 3 0 7.56
0 7 4 -8.14
1 4 7 9.56
0 6 6 -18.23
1 7 3 12.51
0 2 0 -64
1 1 0 64
0 6 7 -36.0
1 6 5 36.0
0 7 6 -36.0
1 7 7 36.0
0 1 1 -36.0
1 0 0 36.0
1 0 7 36.0
0 0 6 -36.0
1 5 0 36.0
0 5 1 -36.0
1 7 1 36.0
1 6 0 36.0
0 6 1 -36.0
1 7 0 36.0
1 4 0 36.0
