1 3 5 -10.0
0 2 3 10.0
1 3 2 -10.0
0 4 5 10.0
1 5 4 -10.0
0 2 2 10.0
1 5 3 -10.0
0 2 5 10.0
1 2 4 -10.0
0 1 3 10.0
1 4 6 -10.0
0 4 2 10.0
1 3 6 -10.0
0 5 2 10.0
1 1 5 -10.0
0 6 3 10.0
1 1 4 -10.0
0 6 5 10.0
1 0 2 -10.0
0 5 5 10.0
1 1 2 -10.0
0 0 3 10.0
1 0 4 -10.0
0 5 6 10.0
1 6 4 -10.0
0 4 7 10.0
1 3 7 -3.25
0 2 7 2.64
1 2 6 0.05
0 5 7 5.33
1 7 2 -13.49
0 7 5 5.03
1 7 3 -13.95
0 1 7 10.91
1 4 1 -18.5
0 2 1 12.62
1 3 1 -17.44
0 3 0 15.52
1 6 2 -15.07
0 1 1 -0.09
1 4 0 -6.08
0 5 1 3.23
1 0 0 -17.7
0 5 0 64
1 1 6 -64
0 0 7 10.0
1 2 0 -10.0
0 0 6 10.0
1 0 5 -10.0
0 6 6 10.0
1 7 7 -10.0
0 6 7 10.0
1 6 0 -10.0
0 1 0 10.0
1 0 1 -10.0
0 7 0 10.0
1 7 6 -10.0
0 7 4 10.0
1 6 1 -10.0
0 7 1 10.0
