1 3 5 18.0
0 2 3 -18.0
1 5 2 18.0
0 5 3 -18.0
1 4 2 18.0
0 4 5 -18.0
1 3 2 18.0
0 5 1 -18.0
1 6 2 18.0
0 4 1 -18.0
1 5 4 18.0
0 2 4 -18.0
1 2 2 18.0
0 2 5 -18.0
1 3 0 18.0
0 4 0 -18.0
1 3 1 18.0
0 2 0 -18.0
1 1 3 18.0
0 1 2 -18.0
1 1 4 18.0
0 0 4 -18.0
1 2 1 18.0
0 0 5 -18.0
1 5 6 18.0
0 1 5 0.0
1 3 6 0.0
0 6 3 0.0
1 0 2 4.73
0 5 5 -4.73
1 6 5 4.73
0 2 7 -6.94
1 6 4 -4.77
0 5 7 -6.84
1 6 6 1.18
0 7 4 -5.8
1 7 6 0.08
0 4 6 -11.17
1 7 3 -2.23
0 7 2 -10.36
1 6 0 -2.09
0 1 0 -2.58
1 7 5 3.91
0 7 7 -64
1 2 6 64
0 0 3 -18.0
1 0 6 18.0
0 1 7 -18.0
1 3 7 18.0
0 4 7 -18.0
1 6 1 18.0
0 1 1 -18.0
1 6 7 18.0
0 5 0 -18.0
1 7 0 18.0
0 1 6 -18.0
1 0 7 18.0
0 7 1 -18.0
1 0 1 18.0
1 0 0 18.0
