1 3 5 14.0
0 2 3 -14.0
1 5 2 14.0
0 5 3 -14.0
1 4 2 14.0
0 4 5 -14.0
1 3 2 14.0
0 5 1 -14.0
1 6 2 14.0
0 2 4 -14.0
1 2 2 14.0
0 4 1 -14.0
1 3 1 14.0
0 6 3 -14.0
1 5 4 14.0
0 2 0 -14.0
1 7 2 14.0
0 7 4 -0.7
1 2 5 4.49
0 7 3 -9.38
1 7 5 8.62
0 3 6 -6.26
1 2 6 5.97
0 6 4 -5.48
1 5 6 3.85
0 2 1 -2.59
1 5 5 1.2
0 6 5 -0.41
1 3 0 -1.77
0 1 2 0.99
1 5 0 -0.03
0 4 6 -0.99
1 5 7 1.27
0 1 3 -1.68
1 1 4 1.95
0 4 0 -0.63
1 1 0 -0.32
0 6 1 0.32
1 0 4 -0.22
0 4 7 0.14
1 0 3 -0.84
0 6 7 2.08
1 2 7 -0.89
0 1 5 -64
1 7 6 64
0 0 5 -14.0
1 0 6 14.0
0 3 7 -14.0
1 7 7 14.0
0 1 1 -14.0
1 6 0 14.0
0 7 0 -14.0
1 0 0 14.0
0 7 1 -14.0
1 6 6 14.0
0 1 6 -14.0
1 0 1 14.0
0 0 2 -14.0
1 1 7 14.0
0 0 7 -14.0
