1 3 5 22.0
0 2 5 -22.0
1 2 4 22.0
0 4 5 -22.0
1 5 2 22.0
0 1 3 -22.0
1 5 5 22.0
0 2 3 -22.0
1 3 6 22.0
0 4 6 -22.0
1 2 6 -1.59
0 6 5 -7.31
1 1 5 0.58
0 4 2 -1.87
1 5 3 -0.18
0 2 2 -6.73
1 3 1 -5.41
0 6 2 -5.26
1 6 4 -3.22
0 4 1 -8.14
1 7 2 -2.93
0 7 3 -9.31
1 5 7 -1.98
0 1 4 -3.09
1 0 2 -9.98
0 0 3 -4.38
1 3 2 -6.77
0 0 1 -5.22
1 5 6 -0.22
0 3 7 -12.37
1 4 7 1.95
0 6 7 -15.75
1 7 4 2.52
0 6 3 -15.27
1 0 4 6.3
0 0 5 -8.52
1 3 0 4.66
0 1 1 -18.8
1 7 5 9.44
0 2 1 -15.34
1 5 4 6.33
0 1 2 -19.88
1 0 0 15.75
0 1 0 -64
1 7 6 64
0 5 0 -22.0
1 4 0 22.0
0 2 0 -22.0
1 6 0 22.0
0 2 7 -22.0
1 0 6 22.0
0 6 1 -22.0
1 5 1 22.0
0 1 6 -22.0
1 0 7 22.0
0 1 7 -22.0
1 7 7 22.0
0 6 6 -22.0
1 7 1 22.0
0 7 0 -22.0
