1 3 5 0.0
0 2 3 0.0
1 3 2 0.0
0 4 5 0.0
1 5 4 0.0
0 2 2 0.0
1 5 3 0.0
0 2 5 0.0
1 2 4 0.0
0 1 3 0.0
1 5 6 0.0
0 4 2 0.0
1 4 1 0.0
0 5 1 0.0
1 3 6 0.0
0 5 2 0.0
1 3 1 0.0
0 6 4 0.0
1 1 4 0.0
0 1 2 0.0
1 1 5 0.0
0 2 6 0.0
1 5 5 -4.0
0 6 3 4.37
1 6 2 -4.37
0 4 7 4.37
1 2 7 -4.23
0 3 7 5.54
1 5 7 -5.76
0 4 6 6.52
1 7 5 -6.53
0 7 4 7.6
1 1 7 -6.24
0 5 0 6.42
1 7 2 -6.93
0 7 6 6.83
1 6 5 -5.48
0 4 0 6.28
1 1 6 -6.29
0 0 4 6.94
1 0 1 -5.57
0 0 2 3.16
1 0 5 -3.6
0 0 0 0
1 0 3 0
0 7 3 0.0
1 7 7 0.0
0 6 7 0.0
1 6 6 0.0
0 0 6 0.0
1 2 0 0.0
0 2 1 0.0
1 3 0 0.0
0 0 7 0.0
1 7 1 0.0
0 6 1 0.0
1 6 0 0.0
0 7 0 0.0
1 1 0 0.0
0 1 1 0.0
